id,term_freqs
144944,{'roller': 1.3862943611198906}
144947,{'rigid': 1.0986122886681098}
144948,{'refrigerator': 1.791759469228055}
144950,"{'french': 1.3862943611198906, 'door': 2.302585092994046}"
144951,"{'french': 1.3862943611198906, 'door': 2.302585092994046, 'refrigerator': 1.791759469228055}"
144952,"{'french': 1.3862943611198906, 'door': 2.302585092994046}"
144956,"{'french': 1.3862943611198906, 'door': 2.302585092994046}"
144957,{'refrigerator': 1.791759469228055}
144961,"{'t9': 0.6931471805599453, 'circline': 0.6931471805599453}"
144963,{}
144965,{'pvc': 1.0986122886681098}
144969,"{'power': 0.6931471805599453, 'appliance': 1.3862943611198906, 'cord': 1.6094379124341003}"
144981,{'screw': 1.3862943611198906}
144982,{'white': 0.6931471805599453}
144983,{}
144991,{'glow': 1.3862943611198906}
144996,"{'exterior': 1.3862943611198906, 'window': 0.6931471805599453}"
145005,"{'plinth': 0.6931471805599453, 'block': 0.6931471805599453}"
145012,"{'hex': 0.6931471805599453, 'head': 0.6931471805599453}"
145013,{}
145015,"{'track': 1.791759469228055, 'door': 1.791759469228055}"
145017,"{'track': 1.791759469228055, 'door': 1.791759469228055}"
145018,"{'track': 1.791759469228055, 'slide': 0.6931471805599453}"
145019,"{'door': 1.791759469228055, 'slide': 0.6931471805599453}"
145022,"{'roller': 0.6931471805599453, 'tray': 0.6931471805599453}"
145026,{'paint': 1.3862943611198906}
145032,{'pvc': 1.0986122886681098}
145033,"{'pvc': 1.0986122886681098, 'conduit': 1.0986122886681098}"
145040,{'bifold': 1.0986122886681098}
145043,{'frame': 0.6931471805599453}
145044,"{'clamp': 1.0986122886681098, 'frame': 0.6931471805599453}"
145045,"{'area': 1.0986122886681098, 'rug': 1.6094379124341003}"
145052,{'desk': 1.0986122886681098}
145055,{}
145063,{'rubber': 1.0986122886681098}
145064,{'wire': 1.0986122886681098}
145065,"{'plastic': 0.6931471805599453, 'tile': 2.4849066497880004}"
145066,"{'plastic': 0.6931471805599453, 'case': 0.6931471805599453}"
145071,{'lift': 1.0986122886681098}
145073,"{'drill': 1.0986122886681098, 'bit': 1.6094379124341003}"
145074,{'bit': 1.6094379124341003}
145076,{'mixer': 0.6931471805599453}
145083,{'dust': 1.6094379124341003}
145084,"{'water': 1.6094379124341003, 'auto': 0.6931471805599453}"
145087,{'carpet': 0.6931471805599453}
145090,"{'storm': 1.0986122886681098, 'door': 1.791759469228055}"
145092,"{'storm': 1.0986122886681098, 'door': 1.791759469228055}"
145094,"{'bifold': 1.0986122886681098, 'door': 2.5649493574615367}"
145097,"{'plus': 1.6094379124341003, 'impact': 1.6094379124341003, 'chrome': 0.6931471805599453}"
145103,"{'bifold': 1.0986122886681098, 'door': 2.5649493574615367, 'white': 0.6931471805599453}"
145109,{'kilz': 1.0986122886681098}
145113,"{'polyethylene': 0.6931471805599453, 'tube': 1.0986122886681098}"
145114,{'weed': 1.6094379124341003}
145128,"{'rugs': 0.6931471805599453, 'area': 0.6931471805599453}"
145129,"{'bosch': 1.0986122886681098, 'battery': 1.3862943611198906, 'replacement': 0.6931471805599453}"
145130,"{'bosch': 1.0986122886681098, 'battery': 1.3862943611198906}"
145133,{'faucet': 0.6931471805599453}
145135,"{'defender': 0.6931471805599453, 'door': 1.9459101490553132}"
145144,{}
145146,{'rail': 1.9459101490553132}
145147,{}
145151,"{'cedar': 0.6931471805599453, 'spray': 1.0986122886681098}"
145153,"{'toilet': 0.6931471805599453, 'holder': 0.6931471805599453}"
145164,"{'waterproof': 0.6931471805599453, 'stain': 0.6931471805599453}"
145165,{'closer': 0.6931471805599453}
145166,{'door': 1.6094379124341003}
145169,"{'door': 1.6094379124341003, 'storm': 0.6931471805599453}"
145171,{'tack': 1.0986122886681098}
145173,"{'light': 1.3862943611198906, 'work': 1.0986122886681098}"
145175,{'workforce': 0.6931471805599453}
145179,{'light': 1.6094379124341003}
145182,"{'bolt': 1.6094379124341003, 'hex': 1.0986122886681098, 'nylon': 0.6931471805599453}"
145184,{'weed': 1.6094379124341003}
145186,"{'amp': 1.0986122886681098, 'meter': 1.0986122886681098, 'socket': 1.0986122886681098, 'vac': 0.6931471805599453}"
145188,"{'ceiling': 1.0986122886681098, 'fan': 1.6094379124341003}"
145190,"{'ceiling': 1.0986122886681098, 'fan': 1.6094379124341003, 'light': 0.6931471805599453}"
145192,"{'kona': 0.6931471805599453, 'stain': 1.3862943611198906}"
145194,"{'door': 1.6094379124341003, 'wood': 1.3862943611198906}"
145195,"{'door': 1.6094379124341003, 'slab': 0.6931471805599453}"
145199,"{'killer': 0.6931471805599453, 'can': 0.6931471805599453}"
145201,"{'blade': 2.0794415416798357, 'diamond': 0.6931471805599453}"
145202,"{'blade': 2.0794415416798357, 'hardie': 0.6931471805599453}"
145207,{'hook': 1.3862943611198906}
145210,{'vanity': 1.0986122886681098}
145213,{}
145215,"{'bulb': 1.3862943611198906, 'outdoor': 1.0986122886681098}"
145217,"{'light': 1.6094379124341003, 'bulb': 1.3862943611198906, 'outdoor': 1.0986122886681098}"
145219,{}
145222,"{'large': 0.6931471805599453, 'storage': 0.6931471805599453}"
145226,"{'closet': 1.0986122886681098, 'pole': 1.0986122886681098, 'white': 0.6931471805599453}"
145227,"{'shelf': 1.6094379124341003, 'rod': 0.6931471805599453, 'bracket': 1.3862943611198906}"
145237,"{'mouse': 0.6931471805599453, 'rat': 0.6931471805599453}"
145238,{'rodent': 1.0986122886681098}
145240,"{'wire': 0.6931471805599453, 'stripper': 1.0986122886681098}"
145241,"{'table': 0.6931471805599453, 'lamp': 1.3862943611198906, 'small': 1.0986122886681098}"
145242,{'stone': 1.0986122886681098}
145243,"{'stair': 2.0794415416798357, 'rail': 1.0986122886681098, 'oak': 1.0986122886681098}"
145244,{'sander': 1.0986122886681098}
145245,{}
145250,{'valve': 1.3862943611198906}
145251,"{'check': 1.3862943611198906, 'valve': 1.3862943611198906}"
145253,{'light': 0.6931471805599453}
145256,"{'storage': 0.6931471805599453, 'bag': 1.6094379124341003}"
145262,{}
145263,{'window': 1.0986122886681098}
145268,{'charbroil': 0.6931471805599453}
145269,{'cabinet': 1.3862943611198906}
145271,{'series': 0.6931471805599453}
145288,"{'pantry': 0.6931471805599453, 'cabinet': 1.0986122886681098}"
145289,{'klein': 0.6931471805599453}
145293,{}
145294,"{'bronze': 1.6094379124341003, 'light': 1.0986122886681098}"
145298,{'pipe': 0.6931471805599453}
145304,"{'steel': 1.3862943611198906, 'door': 1.791759469228055}"
145310,{'thick': 0.6931471805599453}
145311,{'channel': 0.6931471805599453}
145314,{}
145317,"{'smoke': 0.6931471805599453, 'monoxide': 0.6931471805599453}"
145318,"{'battery': 1.3862943611198906, 'backup': 0.6931471805599453}"
145319,"{'smoke': 0.6931471805599453, 'carbon': 0.6931471805599453, 'monoxide': 0.6931471805599453}"
145320,{'smoke': 0.6931471805599453}
145325,{'generator': 2.1972245773362196}
145327,"{'universal': 1.3862943611198906, 'cord': 1.0986122886681098}"
145331,"{'gable': 0.6931471805599453, 'vent': 0.6931471805599453}"
145336,"{'extension': 1.3862943611198906, 'cord': 2.0794415416798357, 'safety': 1.6094379124341003, 'seal': 1.6094379124341003}"
145338,"{'extension': 1.3862943611198906, 'cord': 2.0794415416798357}"
145340,{}
145348,{'black': 1.3862943611198906}
145357,"{'fire': 1.6094379124341003, 'steel': 1.0986122886681098}"
145358,{'fireplace': 0.6931471805599453}
145361,"{'freezer': 1.3862943611198906, 'upright': 1.0986122886681098}"
145366,"{'christmas': 1.0986122886681098, 'holder': 0.6931471805599453}"
145370,{}
145373,{'oak': 1.3862943611198906}
145377,"{'shower': 1.0986122886681098, 'handle': 0.6931471805599453}"
145381,"{'pressure': 1.9459101490553132, 'washer': 1.9459101490553132}"
145382,{'washer': 1.9459101490553132}
145386,{}
145389,"{'ring': 1.0986122886681098, 'steel': 1.0986122886681098}"
145391,{}
145393,{'squeeze': 0.6931471805599453}
145394,"{'pvc': 1.3862943611198906, 'pipe': 1.3862943611198906}"
145395,"{'pvc': 1.3862943611198906, 'pipe': 1.3862943611198906}"
145396,{'pvc': 1.3862943611198906}
145399,"{'set': 1.6094379124341003, 'christmas': 0.6931471805599453}"
145400,"{'light': 0.6931471805599453, 'mount': 0.6931471805599453}"
145401,{'female': 1.3862943611198906}
145403,"{'mobile': 1.0986122886681098, 'home': 0.6931471805599453}"
145404,{}
145412,{'saw': 1.0986122886681098}
145415,"{'bath': 1.3862943611198906, 'shower': 0.6931471805599453, 'set': 0.6931471805599453}"
145416,{'door': 0.6931471805599453}
145418,"{'age': 0.6931471805599453, 'bronze': 1.0986122886681098, 'lever': 0.6931471805599453}"
145419,{'lock': 1.0986122886681098}
145422,"{'router': 1.0986122886681098, 'bit': 2.1972245773362196}"
145424,{}
145427,{'refrigerator': 0.6931471805599453}
145428,"{'ge': 0.6931471805599453, 'refrigerator': 0.6931471805599453}"
145431,{'convection': 2.0794415416798357}
145433,{'air': 1.0986122886681098}
145440,"{'raise': 1.0986122886681098, 'toilet': 1.6094379124341003, 'seat': 2.0794415416798357}"
145443,"{'interior': 1.0986122886681098, 'door': 2.0794415416798357}"
145447,"{'pad': 1.6094379124341003, 'deck': 1.3862943611198906}"
145450,"{'tiki': 1.3862943611198906, 'torch': 2.1972245773362196}"
145453,"{'impact': 2.0794415416798357, 'tekton': 1.6094379124341003, 'drive': 1.3862943611198906}"
145455,{'table': 1.3862943611198906}
145456,{'table': 1.3862943611198906}
145462,"{'solder': 1.6094379124341003, 'paste': 1.0986122886681098}"
145464,"{'cordless': 0.6931471805599453, 'trimmer': 1.6094379124341003}"
145468,{'edger': 1.0986122886681098}
145469,{'edger': 1.0986122886681098}
145471,"{'countertop': 1.0986122886681098, 'bathroom': 0.6931471805599453}"
145481,{'joint': 1.3862943611198906}
145490,{'sink': 0.6931471805599453}
145492,{'storage': 1.0986122886681098}
145494,"{'wood': 1.3862943611198906, 'veneer': 1.3862943611198906, 'sheet': 0.6931471805599453}"
145495,{}
145496,{'troffer': 1.0986122886681098}
145499,{'cree': 1.3862943611198906}
145503,{'orbit': 0.6931471805599453}
145504,{'cover': 1.3862943611198906}
145507,{'cover': 1.3862943611198906}
145508,{'outlet': 0.6931471805599453}
145510,{'paracord': 0.6931471805599453}
145511,"{'finish': 1.0986122886681098, 'shower': 0.6931471805599453}"
145513,"{'ridgid': 0.6931471805599453, 'drill': 0.6931471805599453}"
145520,{}
145523,{'knob': 0.6931471805599453}
145525,"{'knob': 0.6931471805599453, 'hardware': 0.6931471805599453}"
145530,"{'fire': 1.6094379124341003, 'pit': 1.0986122886681098, 'table': 1.3862943611198906}"
145532,{'grill': 2.302585092994046}
145535,{}
145536,"{'genesis': 0.6931471805599453, 'gas': 0.6931471805599453, 'grill': 2.302585092994046}"
145537,"{'heavy': 0.6931471805599453, 'duty': 0.6931471805599453}"
145539,{'impact': 1.6094379124341003}
145541,{}
145542,{'lattice': 1.3862943611198906}
145543,"{'lattice': 1.3862943611198906, 'vinyl': 0.6931471805599453}"
145544,{'lattice': 1.3862943611198906}
145547,"{'cover': 1.0986122886681098, 'stone': 1.0986122886681098}"
145550,{}
145554,"{'water': 2.5649493574615367, 'hot': 1.3862943611198906, 'element': 0.6931471805599453}"
145555,"{'water': 2.5649493574615367, 'heater': 1.6094379124341003, 'hot': 1.3862943611198906}"
145557,"{'angle': 0.6931471805599453, 'grinder': 1.0986122886681098}"
145560,"{'french': 0.6931471805599453, 'door': 1.791759469228055, 'refrigerator': 1.6094379124341003, 'whirlpool': 0.6931471805599453}"
145561,"{'refrigerator': 1.6094379124341003, 'whirlpool': 0.6931471805599453}"
145563,"{'kohler': 0.6931471805599453, 'archer': 0.6931471805599453, 'toilet': 1.6094379124341003}"
145564,"{'patio': 1.0986122886681098, 'slide': 1.0986122886681098}"
145566,{'tick': 1.3862943611198906}
145568,{}
145570,{'marker': 0.6931471805599453}
145572,{'faucet': 1.0986122886681098}
145573,{'sealant': 1.3862943611198906}
145576,"{'shower': 1.0986122886681098, 'door': 1.0986122886681098}"
145583,"{'recess': 0.6931471805599453, 'lead': 1.791759469228055}"
145585,{'convection': 1.3862943611198906}
145586,{'vegetable': 2.4849066497880004}
145593,{'max': 1.0986122886681098}
145598,"{'price': 0.6931471805599453, 'pfister': 0.6931471805599453}"
145600,{'hardware': 1.6094379124341003}
145601,{'bracket': 1.0986122886681098}
145602,{}
145611,"{'gate': 2.1972245773362196, 'plastic': 1.791759469228055}"
145612,"{'exhaust': 1.0986122886681098, 'fan': 1.3862943611198906, 'motor': 0.6931471805599453}"
145613,"{'memoir': 1.0986122886681098, 'pedestal': 1.0986122886681098}"
145618,{'paint': 1.791759469228055}
145619,"{'black': 0.6931471805599453, 'outdoor': 1.3862943611198906, 'wall': 0.6931471805599453}"
145627,"{'faucet': 1.3862943611198906, 'antique': 1.0986122886681098, 'bronze': 1.0986122886681098}"
145630,{'minwax': 0.6931471805599453}
145632,"{'end': 0.6931471805599453, 'cap': 0.6931471805599453}"
145634,{'video': 0.6931471805599453}
145637,{'stake': 1.0986122886681098}
145638,{'low': 1.0986122886681098}
145647,"{'power': 0.6931471805599453, 'hand': 1.0986122886681098}"
145648,"{'steel': 1.0986122886681098, 'caster': 1.3862943611198906}"
145650,"{'siemens': 1.0986122886681098, 'breaker': 1.791759469228055}"
145654,"{'closer': 0.6931471805599453, 'door': 0.6931471805599453, 'storm': 0.6931471805599453}"
145656,"{'panel': 0.6931471805599453, 'heater': 1.6094379124341003}"
145658,"{'mendota': 0.6931471805599453, 'kohler': 1.0986122886681098}"
145659,"{'red': 0.6931471805599453, 'bulb': 1.0986122886681098}"
145661,"{'floor': 1.0986122886681098, 'register': 1.0986122886681098}"
145664,"{'hampton': 1.0986122886681098, 'bay': 1.0986122886681098}"
145665,{}
145671,"{'garden': 1.3862943611198906, 'insect': 1.0986122886681098, 'killer': 0.6931471805599453}"
145673,{}
145675,"{'outdoor': 1.3862943611198906, 'post': 0.6931471805599453, 'lantern': 0.6931471805599453}"
145678,{'choice': 1.9459101490553132}
145680,{'table': 0.6931471805599453}
145681,{}
145684,"{'bonnie': 1.0986122886681098, 'plant': 1.3862943611198906}"
145685,"{'closetmaid': 1.0986122886681098, 'closet': 1.6094379124341003, 'rod': 1.6094379124341003}"
145692,{'block': 1.0986122886681098}
145693,{'block': 1.0986122886681098}
145697,"{'lifetime': 1.0986122886681098, 'table': 1.3862943611198906}"
145702,{'pressure': 1.791759469228055}
145703,"{'pressure': 1.791759469228055, 'washer': 1.791759469228055}"
145705,"{'t8': 0.6931471805599453, 'lamp': 0.6931471805599453}"
145707,{}
145708,{'ornament': 1.0986122886681098}
145715,{'battery': 1.3862943611198906}
145722,"{'kit': 1.0986122886681098, 'tool': 1.6094379124341003, 'cordless': 0.6931471805599453}"
145723,{'pantry': 0.6931471805599453}
145726,"{'pergola': 1.0986122886681098, 'shade': 1.0986122886681098}"
145730,{'head': 1.0986122886681098}
145732,"{'garment': 1.3862943611198906, 'rack': 1.0986122886681098, 'chrome': 0.6931471805599453, 'steel': 1.0986122886681098}"
145733,"{'collapsible': 1.0986122886681098, 'rack': 1.0986122886681098}"
145734,{'collapsible': 1.0986122886681098}
145736,"{'vanity': 1.3862943611198906, 'white': 1.0986122886681098, 'bathroom': 1.0986122886681098}"
145737,{}
145739,"{'rustoleum': 0.6931471805599453, 'automotive': 1.0986122886681098}"
145744,"{'killer': 1.0986122886681098, 'can': 0.6931471805599453}"
145749,{'barb': 1.3862943611198906}
145751,"{'screwdriver': 1.0986122886681098, 'stubby': 0.6931471805599453}"
145754,"{'solar': 1.791759469228055, 'post': 1.3862943611198906, 'cap': 1.0986122886681098, 'light': 1.791759469228055}"
145756,"{'tankless': 1.791759469228055, 'water': 2.5649493574615367, 'heater': 2.302585092994046, 'electric': 1.0986122886681098}"
145757,{}
145759,{'rug': 0.6931471805599453}
145760,"{'rug': 0.6931471805599453, 'color': 0.6931471805599453}"
145761,"{'solar': 1.791759469228055, 'motion': 1.3862943611198906, 'sensor': 1.0986122886681098, 'light': 2.1972245773362196}"
145763,"{'solar': 1.791759469228055, 'sensor': 1.0986122886681098, 'light': 2.1972245773362196}"
145768,{'door': 2.0794415416798357}
145769,{'plastic': 0.6931471805599453}
145771,"{'metal': 1.6094379124341003, 'conduit': 1.0986122886681098}"
145772,{'squeeze': 0.6931471805599453}
145782,"{'rotor': 1.791759469228055, 'sprinkler': 1.791759469228055}"
145783,"{'bath': 0.6931471805599453, 'mat': 0.6931471805599453}"
145784,"{'u': 0.6931471805599453, 'seal': 0.6931471805599453}"
145786,{}
145792,{'shower': 0.6931471805599453}
145793,{}
145795,"{'cabinet': 0.6931471805599453, 'outdoor': 0.6931471805599453}"
145796,{'cabinet': 0.6931471805599453}
145798,"{'rattan': 0.6931471805599453, 'shelf': 0.6931471805599453}"
145808,{'carpet': 0.6931471805599453}
145809,{}
145824,"{'float': 1.0986122886681098, 'corner': 0.6931471805599453, 'shelf': 1.9459101490553132}"
145825,"{'medicine': 0.6931471805599453, 'cabinet': 1.3862943611198906}"
145826,{}
145828,{}
145829,{'rug': 0.6931471805599453}
145836,"{'lg': 0.6931471805599453, 'door': 2.3978952727983707, 'french': 0.6931471805599453}"
145839,{'refrigerator': 2.302585092994046}
145848,{}
145854,"{'white': 1.0986122886681098, 'wicker': 1.3862943611198906}"
145863,"{'light': 1.0986122886681098, 'lead': 0.6931471805599453}"
145866,{'rubber': 1.0986122886681098}
145868,"{'bronze': 0.6931471805599453, 'wall': 0.6931471805599453, 'sconce': 0.6931471805599453}"
145876,{}
145880,{'door': 2.1972245773362196}
145881,"{'metal': 1.0986122886681098, 'pipe': 1.0986122886681098}"
145882,"{'sheet': 1.0986122886681098, 'metal': 1.0986122886681098, 'pipe': 1.0986122886681098}"
145883,"{'toilet': 1.0986122886681098, 'tank': 1.0986122886681098}"
145885,{}
145891,{'battery': 2.0794415416798357}
145893,"{'clear': 1.0986122886681098, 'finish': 0.6931471805599453}"
145896,{'receptacle': 1.6094379124341003}
145897,{'side': 1.3862943611198906}
145899,"{'raise': 1.0986122886681098, 'toilet': 1.6094379124341003, 'seat': 1.3862943611198906}"
145900,{}
145907,"{'fit': 1.0986122886681098, 'ball': 0.6931471805599453}"
145908,{'ringer': 0.6931471805599453}
145909,{'ringer': 0.6931471805599453}
145910,{}
145918,{'urinal': 0.6931471805599453}
145923,{'pool': 1.6094379124341003}
145929,{}
145930,"{'twin': 0.6931471805599453, 'track': 0.6931471805599453}"
145934,"{'tree': 1.791759469228055, 'skirt': 1.0986122886681098}"
145935,"{'window': 1.0986122886681098, 'air': 2.3978952727983707}"
145939,"{'unit': 1.6094379124341003, 'window': 1.0986122886681098, 'air': 2.3978952727983707}"
145941,{'bolt': 1.0986122886681098}
145945,"{'valve': 1.3862943611198906, 'brass': 0.6931471805599453}"
145947,{'copper': 1.0986122886681098}
145951,"{'bathroom': 1.0986122886681098, 'drawer': 1.6094379124341003, 'vanity': 1.3862943611198906}"
145961,{'thermal': 0.6931471805599453}
145962,{'joint': 0.6931471805599453}
145965,"{'ceiling': 0.6931471805599453, 'fan': 1.3862943611198906, 'remote': 1.0986122886681098}"
145966,"{'light': 1.9459101490553132, 'ceiling': 0.6931471805599453, 'fan': 1.3862943611198906, 'white': 1.0986122886681098}"
145967,{'remote': 1.0986122886681098}
145969,{'paint': 1.3862943611198906}
145974,"{'pex': 1.0986122886681098, 'crimp': 1.0986122886681098, 'ring': 0.6931471805599453}"
145975,{'cement': 0.6931471805599453}
145977,"{'anchor': 1.0986122886681098, 'screw': 0.6931471805599453}"
145978,{'tool': 0.6931471805599453}
145980,{}
145986,{'pvc': 0.6931471805599453}
145987,{}
145988,{}
145990,{}
145992,"{'light': 1.9459101490553132, 'motion': 0.6931471805599453}"
145993,{'wall': 0.6931471805599453}
145995,"{'grey': 1.6094379124341003, 'floor': 0.6931471805599453}"
145996,"{'laminate': 1.6094379124341003, 'flooring': 1.0986122886681098}"
145998,"{'pergo': 1.3862943611198906, 'flooring': 1.0986122886681098}"
146004,"{'battery': 1.3862943611198906, 'sensor': 1.9459101490553132, 'motion': 0.6931471805599453}"
146005,{}
146009,{'fitting': 1.3862943611198906}
146017,"{'staple': 1.0986122886681098, 'bostitch': 0.6931471805599453}"
146018,{'hose': 1.0986122886681098}
146019,{'basket': 1.3862943611198906}
146022,{'saw': 1.0986122886681098}
146023,"{'dewalt': 0.6931471805599453, 'saw': 1.0986122886681098}"
146025,"{'dewalt': 0.6931471805599453, 'saw': 1.0986122886681098}"
146028,"{'jeldwen': 1.0986122886681098, 'door': 2.3978952727983707}"
146030,{}
146033,"{'screw': 1.6094379124341003, 'finish': 0.6931471805599453, 'washer': 0.6931471805599453}"
146036,{'paint': 1.3862943611198906}
146045,"{'installation': 0.6931471805599453, 'tub': 1.3862943611198906}"
146047,{'sign': 0.6931471805599453}
146050,{'wood': 0.6931471805599453}
146051,{'nut': 1.0986122886681098}
146052,{'nut': 1.0986122886681098}
146055,{}
146058,{'repel': 1.0986122886681098}
146069,{'orchid': 1.0986122886681098}
146072,"{'lantern': 1.3862943611198906, 'tile': 1.3862943611198906}"
146077,{'edger': 1.6094379124341003}
146079,{}
146081,"{'exterior': 0.6931471805599453, 'roller': 0.6931471805599453, 'shade': 1.0986122886681098}"
146082,{}
146083,"{'corrugate': 0.6931471805599453, 'csst': 1.6094379124341003}"
146085,{'pex': 0.6931471805599453}
146087,{'clamp': 1.6094379124341003}
146089,"{'shelf': 0.6931471805599453, 'martha': 0.6931471805599453, 'stewart': 0.6931471805599453, 'top': 0.6931471805599453}"
146092,{}
146094,{'vanity': 1.0986122886681098}
146095,"{'remote': 1.791759469228055, 'garage': 1.3862943611198906, 'door': 1.3862943611198906, 'opener': 1.0986122886681098}"
146096,{}
146100,{'pipe': 0.6931471805599453}
146101,"{'thread': 1.3862943611198906, 'seal': 1.0986122886681098}"
146104,"{'ge': 1.0986122886681098, 'cafe': 1.0986122886681098}"
146107,{}
146108,{'acacia': 0.6931471805599453}
146109,{}
146112,{'handle': 0.6931471805599453}
146113,"{'floor': 0.6931471805599453, 'lamp': 0.6931471805599453, 'table': 1.0986122886681098}"
146115,{'countertop': 1.791759469228055}
146117,{'warmer': 1.0986122886681098}
146120,"{'vanity': 1.6094379124341003, 'white': 1.0986122886681098}"
146121,"{'vanity': 1.6094379124341003, 'white': 1.0986122886681098, 'mirror': 1.0986122886681098}"
146125,"{'cabinet': 1.0986122886681098, 'panel': 1.3862943611198906}"
146130,"{'chamberlain': 1.3862943611198906, 'garage': 1.9459101490553132, 'door': 2.1972245773362196, 'opener': 1.6094379124341003}"
146135,{'cover': 0.6931471805599453}
146136,{'mirror': 2.1972245773362196}
146139,{}
146140,{'rug': 1.6094379124341003}
146142,{'plate': 1.0986122886681098}
146144,{}
146147,"{'bathroom': 1.3862943611198906, 'sink': 0.6931471805599453}"
146150,{'air': 0.6931471805599453}
146151,"{'fire': 2.302585092994046, 'glass': 2.4849066497880004, 'pit': 1.791759469228055}"
146152,{'ecosinks': 1.6094379124341003}
146157,{'accessory': 1.0986122886681098}
146160,{}
146167,{'screen': 1.0986122886681098}
146169,"{'shower': 0.6931471805599453, 'door': 0.6931471805599453, 'roller': 0.6931471805599453}"
146170,{}
146172,{'echo': 0.6931471805599453}
146176,"{'exterior': 1.0986122886681098, 'behr': 1.0986122886681098, 'paint': 1.6094379124341003}"
146178,"{'fire': 2.3978952727983707, 'bowl': 2.0794415416798357}"
146179,{'food': 1.791759469228055}
146182,"{'makita': 0.6931471805599453, 'jig': 1.0986122886681098, 'saw': 1.0986122886681098}"
146183,"{'clear': 1.0986122886681098, 'light': 1.6094379124341003}"
146190,{'mulch': 1.0986122886681098}
146192,{'rod': 0.6931471805599453}
146193,"{'thread': 1.0986122886681098, 'rod': 0.6931471805599453}"
146195,{'umbrella': 0.6931471805599453}
146197,{'coupler': 1.3862943611198906}
146200,{'shelf': 1.0986122886681098}
146204,"{'extension': 0.6931471805599453, 'cord': 1.0986122886681098}"
146211,{'ryobi': 1.3862943611198906}
146215,{'bolt': 0.6931471805599453}
146217,"{'coleman': 1.0986122886681098, 'grill': 1.3862943611198906}"
146219,"{'animal': 1.6094379124341003, 'trap': 1.6094379124341003}"
146221,"{'winix': 0.6931471805599453, 'air': 2.0794415416798357, 'clean': 1.791759469228055, 'plasmawave': 1.0986122886681098}"
146223,"{'wall': 1.6094379124341003, 'stone': 1.0986122886681098, 'plate': 1.3862943611198906}"
146224,"{'light': 1.0986122886681098, 'bathroom': 0.6931471805599453, 'wall': 1.3862943611198906}"
146225,"{'edge': 0.6931471805599453, 'glass': 0.6931471805599453}"
146227,{'cabinet': 0.6931471805599453}
146231,{'high': 1.0986122886681098}
146232,{'wyndham': 0.6931471805599453}
146234,"{'vanity': 0.6931471805599453, 'wyndham': 0.6931471805599453}"
146236,"{'ryobi': 1.791759469228055, 'paint': 2.0794415416798357}"
146244,"{'leak': 2.1972245773362196, 'water': 1.791759469228055}"
146245,"{'air': 1.6094379124341003, 'compressor': 1.0986122886681098}"
146249,"{'shower': 1.0986122886681098, 'door': 1.3862943611198906, 'tub': 0.6931471805599453}"
146254,"{'ventilation': 1.0986122886681098, 'fan': 2.0794415416798357}"
146256,{'channel': 1.3862943611198906}
146257,"{'duct': 1.6094379124341003, 'trunk': 0.6931471805599453}"
146260,"{'digital': 0.6931471805599453, 'thermometer': 0.6931471805599453}"
146262,"{'table': 1.0986122886681098, 'chair': 1.0986122886681098}"
146263,{}
146265,"{'cover': 0.6931471805599453, 'table': 1.0986122886681098}"
146269,"{'red': 0.6931471805599453, 'wallpaper': 1.0986122886681098}"
146271,"{'round': 1.0986122886681098, 'cushion': 1.0986122886681098, 'outdoor': 1.3862943611198906}"
146279,{}
146281,{}
146282,"{'cordless': 1.0986122886681098, 'impact': 1.9459101490553132}"
146283,"{'cordless': 1.0986122886681098, 'impact': 1.9459101490553132, 'milwaukee': 0.6931471805599453}"
146284,"{'cordless': 1.0986122886681098, 'wrench': 1.3862943611198906, 'milwaukee': 0.6931471805599453}"
146287,{}
146290,"{'patio': 1.0986122886681098, 'bay': 0.6931471805599453, 'swivel': 1.0986122886681098}"
146300,{}
146301,"{'toilet': 1.0986122886681098, 'holder': 0.6931471805599453}"
146302,{'vertical': 0.6931471805599453}
146305,{'vanity': 1.3862943611198906}
146306,"{'vanity': 1.3862943611198906, 'white': 1.3862943611198906}"
146307,"{'quartz': 1.0986122886681098, 'top': 1.0986122886681098, 'sink': 0.6931471805599453}"
146313,{'linen': 1.3862943611198906}
146314,"{'toilet': 1.3862943611198906, 'bowl': 1.0986122886681098}"
146315,"{'bolt': 1.3862943611198906, 'toilet': 1.3862943611198906, 'tank': 1.0986122886681098}"
146317,{}
146319,"{'popup': 1.3862943611198906, 'sprinkler': 1.6094379124341003}"
146321,{'baseboarders': 1.791759469228055}
146322,"{'granite': 1.0986122886681098, 'floor': 1.3862943611198906, 'tile': 1.9459101490553132}"
146323,"{'granite': 1.0986122886681098, 'floor': 1.3862943611198906, 'tile': 1.9459101490553132}"
146329,{'fan': 2.1972245773362196}
146330,"{'stair': 2.1972245773362196, 'newel': 1.0986122886681098}"
146334,{}
146338,{'wood': 1.0986122886681098}
146339,"{'bracket': 1.3862943611198906, 'ceiling': 1.3862943611198906}"
146340,"{'ceiling': 1.3862943611198906, 'fan': 2.1972245773362196}"
146342,"{'mantel': 1.0986122886681098, 'shelf': 1.791759469228055}"
146347,{'vanity': 0.6931471805599453}
146352,"{'range': 0.6931471805599453, 'outlet': 1.0986122886681098}"
146354,{}
146359,"{'tape': 2.0794415416798357, 'double': 0.6931471805599453, 'side': 0.6931471805599453}"
146360,{'extreme': 1.0986122886681098}
